date,symbol,spot_price,volatility,option_price,delta,gamma,theta,vega,day
2021-10-01,ZM,294.5718469834972,0.3,18.31147688923872,0.5431343589859989,0.008975922720539035,-0.10378763898673952,0.5841479323701773,0
2021-10-04,ZM,303.9850613993862,0.49934255277446127,30.888563440058363,0.5575900736852347,0.00520154559503046,-0.17177166887587567,0.6000334742136834,1
2021-10-05,ZM,299.40158579821053,0.24117808828227533,15.117974016210695,0.5405254826598722,0.010992580113868973,-0.08655569691454218,0.5941357551341057,2
2021-10-06,ZM,289.423728497023,0.5380500248142829,31.61894094028807,0.5608395581425866,0.005063998272186614,-0.1753842888062204,0.5705904272947937,3
2021-10-07,ZM,293.00118216324387,0.19501580219173562,12.110428500293835,0.539840478778118,0.013894023509250546,-0.07014523390450221,0.5815359760851008,4
2021-10-08,ZM,303.0514380715278,0.5353822238796507,32.9483432432323,0.5606130899505091,0.0048608045418782175,-0.18278936396627665,0.5975094969226424,5
2021-10-11,ZM,281.513028516985,1.1703294355993874,65.33538615255085,0.6183411588540311,0.0023144248130954844,-0.3500967871488544,0.5366463893234346,6
2021-10-12,ZM,290.29761372809605,0.4877906393757753,28.83569468025587,0.5566370267843135,0.00557772231105527,-0.1604845028453096,0.5732146632820004,7
2021-10-13,ZM,297.50324220252287,0.3892186783753056,23.75308900530578,0.5489453294473304,0.0068386380053157975,-0.13325517945547924,0.5889612256878598,8
2021-10-14,ZM,285.4995670849493,0.6537854206744829,37.691080538289256,0.5709298137211543,0.0042068963451070045,-0.20764619512039773,0.5604643069360634,9
2021-10-15,ZM,285.0202790899687,0.026672035644299767,2.3284553971438697,0.648618184402532,0.09758626770024442,-0.01772779515680738,0.5286112501794447,10
2021-10-18,ZM,286.4385287559299,0.07879504662044717,5.240952963143371,0.5582801854338172,0.03497375166856417,-0.032880248562447124,0.5652544841098862,11
2021-10-19,ZM,292.7773389902937,0.3474680719293131,20.954788884225366,0.5460337015136815,0.00779082661203178,-0.11806150947051354,0.5801140321758731,12
2021-10-20,ZM,280.44107187074866,0.6833779506637442,38.651446252141625,0.5735728067807218,0.004092297405857607,-0.21259274483203328,0.549859073307471,13
2021-10-21,ZM,279.63458750165427,0.04571722086349065,3.3015959540654762,0.5910183225323413,0.06078070729283633,-0.022482622187740994,0.5432094982208552,14
2021-10-22,ZM,277.80319348794796,0.10430790401783517,6.484263008082678,0.5485294988373531,0.02733105509097249,-0.039431562389171455,0.5500321720710658,15
2021-10-25,ZM,289.02538644404234,0.6286559223149257,36.730023750968684,0.56870216397167,0.0043260021349598304,-0.2026358368137827,0.5679521270938414,16
2021-10-26,ZM,286.8505785493936,0.11990140676112414,7.581547968084635,0.5451342460533449,0.023049884691065392,-0.04550422208690497,0.568518373220311,17
2021-10-27,ZM,278.75874579817634,0.45424508363188815,25.842178550362405,0.553921688509692,0.00624352684681653,-0.1441786680483789,0.5509563989694257,18
2021-10-28,ZM,273.39393287274845,0.3084887508978471,17.455182472496034,0.5436122195507632,0.009403865013300695,-0.09881760326104756,0.5420801097151506,19
2021-10-29,ZM,272.779817147738,0.035698489777449834,2.6933170286123413,0.6137278750724915,0.07858425479626094,-0.019233622950404154,0.5218550126185542,20
2021-11-01,ZM,274.0857538072427,0.07581805212650373,4.8539655502497965,0.5599526719378618,0.03796117833500567,-0.03059975528732654,0.5405367691004399,21
2021-11-02,ZM,259.40579469618393,0.8738506549137642,45.397306311915585,0.5909176967047147,0.00342803655189699,-0.24721125701397334,0.5039436941931209,22
2021-11-03,ZM,267.33619734567776,0.47803575326595543,26.039892466487984,0.5558390327867895,0.006182153363374758,-0.14502527783197589,0.5280264713033322,23
2021-11-04,ZM,252.48522846676644,0.907296170986683,45.82516015475407,0.5939996535318318,0.0033858744731999867,-0.24910551594776836,0.48958926864418134,24
2021-11-05,ZM,252.79596392877252,0.01952486350993838,1.738568508008541,0.6974389144158636,0.14142621470866726,-0.014285341032432609,0.4411621093016317,25
2021-11-08,ZM,257.69053969721614,0.30442083031657874,16.244724906033284,0.5433806988645349,0.010110891469206164,-0.0920163120382987,0.5109763193392153,26
2021-11-09,ZM,243.13039530120844,0.923285202935914,44.88075086804574,0.5954751608343861,0.0034521085795740547,-0.2437671381579741,0.47101945283825974,27
2021-11-10,ZM,246.6495379006157,0.2281253864580234,11.815413780067516,0.5401719360335925,0.014108370420912843,-0.0678404047812289,0.48949819218537655,28
2021-11-11,ZM,240.0837188128414,0.42830633882105085,21.02556792961792,0.5518846525041804,0.007693590450250492,-0.11754798462229679,0.47484185575112947,29
2021-11-12,ZM,240.13310322794567,0.003264997196397,1.1977883519350883,0.9989065664781966,0.009322455182369,-0.013085808781285993,0.004387904754743388,30
2021-11-15,ZM,224.42286109702928,1.074090178611037,47.954146147508325,0.6094296251244319,0.0031847137326575657,-0.25835801354645793,0.43071038590493943,31
2021-11-16,ZM,226.55859304317497,0.15035628062900316,7.3563030132146565,0.5414541177892532,0.023296188199932052,-0.043349685615241704,0.4494770551255884,32
2021-11-17,ZM,228.92315688557795,0.16482164007739764,8.090131890631497,0.540572868601257,0.021036929278471235,-0.047364284824081386,0.45427207372261835,33
2021-11-18,ZM,234.08190113852461,0.35375818819810345,17.045539538891333,0.5464540544227782,0.009569914172702759,-0.09596969138019039,0.46375672931830747,34
2021-11-19,ZM,225.6239893091527,0.5842010885079155,26.700192894520697,0.5648067880174961,0.005973256517393585,-0.1476816755682262,0.4441033853496662,35
2021-11-22,ZM,223.58902514653553,0.1438260893884154,6.9702322855033145,0.5420044891347106,0.02467378032882147,-0.041211789367528694,0.4435211550315614,36
2021-11-23,ZM,224.1427521464265,0.03926524112414622,2.366585104527843,0.6043005436530328,0.08754191660923145,-0.016581008934598452,0.43173149159328666,37
2021-11-24,ZM,213.48373937552756,0.773445195973589,33.18562227452388,0.5817179862320753,0.004730476061121791,-0.18165959859329184,0.4168732293411744,38
2021-11-25,ZM,216.54047502719672,0.2256849257313561,10.268201615869259,0.5401179165986495,0.016244079189508553,-0.05899013869236288,0.429749944254149,39
2021-11-26,ZM,208.40514245659264,0.6078904054823412,25.633867432228797,0.5668747168631414,0.006209357731698503,-0.14158722994246636,0.4098536817310751,40
2021-11-29,ZM,201.17888141875287,0.5602036974543619,22.856704232408163,0.562732821174042,0.006991938336265302,-0.1266062796532869,0.396322151833772,41
2021-11-30,ZM,205.32974330708862,0.32420064880942706,13.749124422202783,0.5445467716343111,0.011911199947854554,-0.07767759178763191,0.4070175462491975,42
2021-12-01,ZM,207.70736994453074,0.1827635747814547,8.079945796384408,0.5399891521908149,0.020912663681275596,-0.046985844352809655,0.41223306095645457,43
2021-12-02,ZM,204.17692451610387,0.27214174978041633,11.564077929098517,0.541725204110659,0.0142808533356499,-0.06582677734581954,0.40504442235399146,44
2021-12-03,ZM,200.16554635095494,0.314984193144962,13.037603683929689,0.5439910663761578,0.012577978746967228,-0.07374477276192179,0.3968425923527245,45
2021-12-06,ZM,210.02491629335398,0.7632688287963928,32.23050107371685,0.5807915041191836,0.004874859597724257,-0.1765251923732396,0.41031867890995133,46
2021-12-07,ZM,198.0653282259029,0.9307105837343815,36.84680855677679,0.5961607968862025,0.004201941835432944,-0.20005311508165927,0.38354967024906594,47
2021-12-08,ZM,198.9320339413283,0.0693130477277589,3.268016981832673,0.564190060667767,0.05711491715700634,-0.02084613320839809,0.3916643123286812,48
2021-12-09,ZM,203.36619056624644,0.3499538432368566,14.655577267421549,0.5461989544980487,0.0111359019778527,-0.08254822394352529,0.4029337842176084,49
2021-12-10,ZM,183.94033063756237,1.5,54.09877361691193,0.6486456860914248,0.002688686222006246,-0.2839576417328679,0.3411342422183644,50
2021-12-13,ZM,183.5479121256979,0.03390287033100623,1.7493558234889974,0.6192211906403237,0.12245052708496855,-0.012627368199103954,0.3496520135721432,51
2021-12-14,ZM,195.88401456841314,1.0325889028156574,40.29369399624109,0.6055855355325612,0.0038057198902209585,-0.21758031504851624,0.3769660808045592,52
2021-12-15,ZM,181.68701190155568,1.1943539966361816,42.9984634024901,0.6205635573291803,0.0035076994199581962,-0.23008484262312448,0.3457348922076928,53
2021-12-16,ZM,184.42077127595678,0.23707713020385074,9.162052735517278,0.5404032368487365,0.018155394068518647,-0.05250135591794183,0.3659780324454912,54
2021-12-17,ZM,188.29117659141784,0.32970763960138244,12.813736151551609,0.5448883200142771,0.012770863135592937,-0.07234379693605389,0.37320650769141794,55
2021-12-20,ZM,186.14086557774266,0.18233217528811899,7.225058179382614,0.5399977289704847,0.023390791574285637,-0.04202080149265256,0.3694296081727286,56
2021-12-21,ZM,189.2675754839292,0.26443800050510224,10.43038539321384,0.541385783614339,0.015856037890600833,-0.059452244914325034,0.37550090324266144,57
2021-12-22,ZM,186.83219889102978,0.20558877124872918,8.11427835764988,0.53984291414232,0.02066882666615468,-0.04685491418657463,0.3708161778132123,58
2021-12-23,ZM,183.6081967002263,0.27632375411969284,10.551437452006397,0.5419193638136083,0.015639518650004333,-0.060020838376173134,0.3642216369984857,59
2021-12-24,ZM,173.34230144677477,0.91335347553025,31.664569802738285,0.5945584900405405,0.004897372509239406,-0.1720739256318488,0.33600918568727667,60
2021-12-27,ZM,180.15268829624515,0.6117479555898623,22.295470773368265,0.5672132086348759,0.007136808005264166,-0.12312042120512462,0.3542403621610227,61
2021-12-28,ZM,176.74046594435939,0.3035586449896959,11.111443160523962,0.5433322180971171,0.01478391544491516,-0.06294699931037682,0.35046453419962603,62
2021-12-29,ZM,167.53681170514122,0.8489569957875024,28.50901544916637,0.5886285103872684,0.005470748535647787,-0.1554473135289402,0.32590644251382545,63
2021-12-30,ZM,180.2519872808892,1.1612631552217298,41.522428673413714,0.61750216594294,0.003645235890476865,-0.22261210755855798,0.34384001430694083,64
2021-12-31,ZM,176.187382553771,0.3620609966314389,13.119527755177458,0.5470196164201679,0.01242089926631959,-0.07379990750879249,0.3489991733780367,65
